Package version:,2.1.7
Scenario:,apartment1
Connectivity:,global
Planner type:,objectsearch
Robot count:,1
Branch reuse:,enabled
Local reward:,enabled
Min. tree age:,48
Iteration discount:,0.8
Exploration factor:,0.2
Min plan value:,0.001
Action caching:,disabled
ROS time multiplier:,1

Time [s], Map uncertainty (global) [-], Map uncertainty (GS) [-], Total distance [m], Distance (robot 1) [m], Map uncertainty (robot 1) [-], Navigation failures
16.21, 0.813079, 0.804935, 10.2684, 10.2684, 0.804935, 2
16.5512, 0.813079, 0.804935, 10.2684, 10.2684, 0.804935, 2
16.9328, 0.813079, 0.804935, 10.2684, 10.2684, 0.804935, 2
17.3349, 0.813079, 0.804935, 10.2684, 10.2684, 0.804935, 2
17.7046, 0.813079, 0.804935, 10.2684, 10.2684, 0.804935, 2
18.0499, 0.813079, 0.804935, 10.2684, 10.2684, 0.804935, 2
18.4032, 0.813079, 0.804935, 10.2684, 10.2684, 0.804935, 2
18.7687, 0.813079, 0.804935, 10.2684, 10.2684, 0.804935, 2
19.1098, 0.813079, 0.804935, 10.2684, 10.2684, 0.804935, 2
19.4711, 0.813079, 0.804935, 10.2684, 10.2684, 0.804935, 2
19.8081, 0.813079, 0.804935, 10.2684, 10.2684, 0.804935, 2
20.1815, 0.813079, 0.804935, 10.2684, 10.2684, 0.804935, 2
20.5429, 0.810215, 0.803464, 10.8734, 10.8734, 0.803464, 2
20.9285, 0.808067, 0.801992, 11.6482, 11.6482, 0.800885, 2
21.3061, 0.803975, 0.797578, 12.2475, 12.2475, 0.796771, 2
21.696, 0.798096, 0.791276, 13.0294, 13.0294, 0.789909, 2
22.0451, 0.785042, 0.777786, 13.5705, 13.5705, 0.777786, 2
22.4266, 0.776238, 0.768789, 14.2936, 14.2936, 0.766628, 3
22.7759, 0.768646, 0.760599, 14.8344, 14.8344, 0.760599, 3
23.1331, 0.757975, 0.750299, 15.492, 15.492, 0.748828, 3
23.4904, 0.7475, 0.738203, 15.9744, 15.9744, 0.736367, 3
23.8803, 0.7475, 0.736367, 15.9744, 15.9744, 0.736367, 3
24.254, 0.7475, 0.736367, 15.9744, 15.9744, 0.736367, 3
24.6521, 0.7475, 0.736367, 15.9744, 15.9744, 0.736367, 3
25.0134, 0.7475, 0.736367, 15.9744, 15.9744, 0.736367, 3
25.3952, 0.7475, 0.736367, 15.9744, 15.9744, 0.736367, 3
25.7767, 0.7475, 0.736367, 15.9744, 15.9744, 0.736367, 3
26.1178, 0.7475, 0.736367, 15.9744, 15.9744, 0.736367, 3
26.4711, 0.7475, 0.736367, 15.9744, 15.9744, 0.736367, 3
26.869, 0.7475, 0.736367, 15.9744, 15.9744, 0.736367, 3
27.2101, 0.7475, 0.736367, 15.9744, 15.9744, 0.736367, 3
